time,entry_name,entry_user,current_points,maximum,r32,r64,rank,percentile
2024-03-23 20:00:00,Overshoot don't Collapse,ESPNFAN0275865701,300,1820,60,240,1,98.2
2024-03-23 20:00:00,Rebounds over Rework,ESPNFAN1522828408,300,1740,60,240,1,98.2
2024-03-23 20:00:00,¯\_(ツ)_/¯,JoshKep,300,1660,40,260,1,99.9
2024-03-23 20:00:00,Dan's Picks,ESPNFAN3409828595,290,1770,60,230,4,94.8
2024-03-23 20:00:00,Not the right outliers,Essigcandy,290,1710,60,230,4,94.8
2024-03-23 20:00:00,EEQESKL greater than 1,erinevoss,290,1490,40,250,4,94.8
2024-03-23 20:00:00,Brennan's Picks,brennan_oc43,280,1720,60,220,7,88.7
2024-03-23 20:00:00,Rain dance,BDDJMerritt15,270,1470,40,230,8,79.3
2024-03-23 20:00:00,Rick's Picks,ESPNFAN9352171647,260,1640,60,200,9,66.8
2024-03-23 20:00:00,Stella MM Output v38,espnfan39396853,260,1520,40,220,9,66.8
2024-03-23 20:00:00,Kula Than Your Bracket,espnfan1467754849,260,1660,40,220,9,66.8
2024-03-23 20:00:00,ESPNFAN8630827724's Picks 1,ESPNFAN8630827724,260,1740,40,220,9,66.8
2024-03-23 20:00:00,ESPNFAN4288357771's Picks 1,ESPNFAN4288357771,260,1620,40,220,9,66.8
2024-03-23 20:00:00,NGB (next gen bracket),ESPNFAN8470559628,250,1590,40,210,14,79.3
2024-03-23 20:00:00,Connecticut=Championships,espnfan28366074,250,1770,40,210,14,53.4
2024-03-23 20:00:00,Rio's puppy madness,RW15371501,250,1370,0,250,14,79.3
2024-03-23 20:00:00,Donna's pick #1,ESPNFAN5573415521,240,1440,40,200,17,38.2
2024-03-23 20:00:00,Will’s Bracket,w11k1,240,1600,20,220,17,38.2
2024-03-23 20:00:00,The Algorithm,espnfan7035969934,230,1450,20,210,19,28.5
2024-03-23 20:00:00,a truly STELLAr bracket,czoldak,230,1570,20,210,19,28.5
2024-03-23 20:00:00,Erin B.,ebreezy06,230,1430,0,230,19,53.4
2024-03-23 20:00:00,Guided Coin Toss,01100001 01111010,220,1260,40,180,22,21.4
2024-03-23 20:00:00,ESPNFAN7873704290's Picks 1,ESPNFAN7873704290,220,1460,20,200,22,38.2
2024-03-23 20:00:00,The Anilyst's Picks,The Anilyst,200,920,40,160,24,13
2024-03-23 20:00:00,Coolest Mascots,ESPNFAN0082047637,150,590,0,150,25,7.6
2024-03-23 20:00:00,ESPNFAN8452492966's Picks 1,ESPNFAN8452492966,0,0,0,0,26,0
